float-col,integer-col,string-col,extra-string-col,extra-integer-col
12.7,8641,Campbell,Rose,Russia
84.03,5026,Romero,Albert,Madagascar
4.52,9452,Mills,Jose,Philippines
87.48,3168,Watkins,Louis,Palestinian Territory
40.49,7528,Dixon,Adam,Philippines
59.77,9125,Myers,Todd,Portugal
31.15,8521,Lee,Elizabeth,Nigeria
92.24,739,Mendoza,Laura,Portugal
84,2880,Jackson,Adam,Argentina
98.17,6418,Cooper,Anthony,Poland
87.74,4348,Gray,Marie,Egypt
28.02,3641,Perkins,Arthur,Portugal
96.65,7797,Nguyen,Ann,Russia
70.4,6537,Lawrence,Teresa,Portugal
65.66,814,Williams,Albert,Thailand
86.98,9380,Price,Linda,China
36.59,8389,Jordan,Kathleen,Lebanon
13.11,6119,Carr,Larry,Portugal
15.96,9597,Garcia,Matthew,China
67.55,4825,Davis,Rebecca,Croatia
62.36,8588,Mills,Bruce,Czech Republic
2.03,180,Palmer,Emily,Brazil
27.92,1209,Mccoy,Russell,Portugal
63.5,4542,Clark,Jeffrey,China
41.53,8697,White,Denise,Portugal
60.96,9646,Tucker,Susan,Ukraine
46.86,2005,Lawson,Sean,Portugal
26.53,6973,Fox,Gregory,Portugal
43.84,9595,Grant,Robin,Portugal
55.74,1766,Martin,Brandon,Ukraine
63.3,5407,Morales,Johnny,Portugal
22.29,9095,Price,Robert,Brazil
75.26,6610,Wagner,Lawrence,Finland
67.34,5981,Nguyen,Melissa,Uganda
37.05,9294,Ramos,Jose,United States
96,10,Gonzalez,Jack,Portugal
43.28,746,Payne,Annie,Greece
88.11,9179,Gray,Kenneth,Argentina
36.96,7128,Woods,Brandon,Russia
52.97,8278,Nelson,Adam,Portugal
7.29,7143,Sanchez,Judith,Russia
48.8,3839,Mccoy,Paul,Uzbekistan
96.23,6228,Sanchez,Martha,China
85.02,5742,Martin,Diane,China
21.84,5840,Bryant,Anne,Indonesia
43.86,1779,Murphy,Carolyn,Pakistan
89.21,2842,Parker,Thomas,Iran
15.08,3731,Richards,Keith,Croatia
80.24,3183,Miller,Julia,Indonesia
23.23,3185,Turner,Paula,Mexico
31.34,1388,Hamilton,Debra,Iraq
35.09,8983,Price,Jeremy,Croatia
21.64,4397,Montgomery,Andrew,Malaysia
75.06,4261,Perkins,Chris,Peru
69.23,168,Burton,Margaret,Equatorial Guinea
60.08,591,Rivera,Paul,Cuba
37.84,8175,Davis,Antonio,Portugal
22.75,5934,Hanson,Ralph,Czech Republic
82.29,3496,Turner,Roy,Comoros
94.85,5141,Castillo,Pamela,China
99.9,6901,Garza,Carl,Russia
18.96,5326,Kennedy,Keith,Portugal
15.06,7844,Alexander,Patrick,China
18.15,5479,Ross,Christina,Peru
26.23,601,Garcia,Rachel,Russia
74.09,515,Graham,Anthony,Thailand
80.23,6714,Ellis,Gloria,Portugal
64.5,5306,Diaz,Justin,North Korea
36.02,3443,Nelson,Bruce,Brazil
61.91,9146,Ray,Joyce,Colombia
42.8,6330,Fields,Nicholas,Cambodia
54.65,8155,Reyes,Jimmy,Indonesia
40.36,4393,Ward,Benjamin,Tunisia
34.37,1662,Cooper,Ralph,Portugal
31.31,9942,Martin,Brian,Tanzania
21.46,506,Freeman,Judith,Portugal
10.23,486,Hunter,Donald,Ukraine
33.28,4511,Gardner,Jacqueline,Zambia
62.65,2860,Ross,Amy,Belarus
3.42,7738,Gibson,Robert,Poland
80.75,9006,Romero,Brenda,Russia
7.69,2012,Gray,Evelyn,Panama
33.34,7658,Myers,Louise,Portugal
23.5,3286,Moore,Louis,China
80.19,5659,Fields,Patricia,Portugal
86.07,4456,Shaw,Martha,Iran
10.21,3524,Ford,Clarence,Russia
75.98,8949,Robertson,Jeremy,Portugal
87.76,1381,Thompson,Jack,Portugal
38.6,1565,Davis,Andrew,Portugal
5.36,5210,Perry,Billy,Thailand
91.98,4624,Hunt,Larry,China
58.98,1642,Berry,Fred,Portugal
76.07,2882,Wheeler,Larry,Georgia
3.98,914,Shaw,Ann,Ethiopia
38.33,3894,Reed,Andrew,Myanmar
3.36,8740,Cox,Benjamin,Poland
3.67,5933,Romero,Karen,Greece
37.13,233,Coleman,Joyce,China
9.94,9777,Ferguson,Alan,Portugal
58.99,9957,Carpenter,Tina,Ukraine
74.65,9872,Frazier,Matthew,Portugal
44.13,6299,Garrett,Billy,Russia
64.5,4706,Price,Nicole,China
78.02,5799,Lawrence,Willie,Portugal
18.19,1393,Owens,Kathy,Portugal
91.43,986,Rice,Scott,South Africa
99.55,45,Austin,Amy,China
72.02,5613,Lewis,Diane,United States
84.68,5536,Harvey,Donald,Estonia
13.24,8945,Medina,Janice,Peru
7.78,9342,Gibson,Phyllis,Portugal
55.29,5863,Hanson,Deborah,Indonesia
17.57,7910,Payne,Roy,Netherlands
82.52,8299,Berry,Deborah,Philippines
51.94,3810,Stone,Ernest,Argentina
15.27,8600,Lewis,Gregory,Russia
71.23,6195,Nichols,Eugene,Portugal
60.92,2396,Gonzalez,Aaron,Sweden
18.54,6933,Lawson,Steve,United States
93.52,9825,Stanley,Doris,Indonesia
84.87,5780,Brown,Gloria,Indonesia
43.87,144,West,Chris,Brazil
47.01,6283,Mccoy,Jimmy,Russia
88.17,8583,Schmidt,Ruby,China
22.39,239,Watson,Helen,Portugal
63.06,4205,Franklin,Shawn,France
8.27,1714,Ramirez,Philip,Brazil
30.01,8775,Miller,Nancy,Portugal
91.05,3362,Austin,Cynthia,Portugal
9.36,9737,Richardson,Victor,China
74.97,9020,Cox,Denise,Portugal
37.36,7552,Gutierrez,Henry,Portugal
11.34,1598,Ellis,William,Portugal
79.85,5973,Arnold,Thomas,Portugal
77.83,2813,Payne,Heather,Portugal
28.94,9408,Gibson,Brandon,Sweden
9.64,6629,Welch,Lori,Russia
42.32,2279,Sanchez,Rebecca,Portugal
65.53,7067,Spencer,Theresa,Portugal
93.63,7468,Turner,Eugene,Finland
4.51,4204,Mills,Wayne,United States
46.61,8064,Harris,Jennifer,Portugal
18.34,669,Bryant,Albert,China
71.26,3226,Grant,Willie,China
67.39,9498,Hanson,Diane,Dominican Republic
35.71,4474,Edwards,Louise,Sweden
9.32,7479,Rogers,Jack,Portugal
17.04,9524,Hunt,Sarah,Portugal
78.87,6922,King,Justin,Portugal
94.4,7999,Lopez,Joshua,Portugal
92.81,5132,Gardner,Louis,France
62.37,5478,Rivera,Teresa,Mexico
21.51,4269,Bennett,Chris,Norway
81.14,177,Banks,Samuel,China
53.32,8405,Hunter,Mildred,Portugal
2.03,1363,Gonzalez,Mildred,Portugal
98.95,5781,Howell,Jeremy,Ukraine
22.52,6947,Wright,Barbara,Portugal
71.12,8461,Banks,Chris,Portugal
97.36,5731,Day,Julia,Poland
65.21,5375,Rose,Lois,China
30.32,6096,Miller,Helen,Colombia
85.27,1927,Hansen,Earl,Indonesia
65.93,6026,Bishop,Ryan,Russia
91.24,8858,Wallace,Dennis,China
59.22,6177,Edwards,Fred,Czech Republic
23.61,9471,Nguyen,Steven,Indonesia
75.5,2176,Lawrence,Terry,Portugal
23.05,6870,Little,Jessica,Portugal
3.71,1463,Duncan,Theresa,Czech Republic
95.23,6113,Armstrong,Steve,Portugal
64.7,2721,Hayes,Joan,Slovenia
35.86,7764,Burns,Diane,Guatemala
43.2,4738,Weaver,Henry,China
70.46,9585,Barnes,Brian,Vietnam
34.56,5922,Warren,Michael,Russia
79.17,219,Hernandez,Kelly,Portugal
92.43,2047,Gardner,Stephanie,Argentina
1.22,8783,Woods,Shawn,Portugal
42.79,9412,Holmes,Martha,Croatia
74.22,3631,Nelson,Todd,Finland
72.4,4094,Rogers,Steve,China
17.3,6568,Price,Brenda,Portugal
68.34,2210,Dunn,Jack,Serbia
57.25,9965,Shaw,Wanda,Indonesia
96.11,6364,Hicks,Earl,Portugal
17.96,7507,Butler,Peter,Thailand
94.01,4096,Hughes,Julia,Philippines
63.6,3409,Henry,Michael,Portugal
32.74,9704,Henderson,Robin,Indonesia
23.1,7751,Kim,Louis,Zambia
10.36,4831,Schmidt,Jean,China
68.61,9683,Webb,Carl,Portugal
5.36,6710,Andrews,Carol,Portugal
1.14,7755,Clark,Eric,Chile
56.31,9731,Walker,Scott,Portugal
67.53,642,Russell,John,Poland
67.5,8910,Wilson,Charles,Indonesia
69.3,3587,Ortiz,Antonio,Thailand
78.44,2634,Sims,Tammy,Portugal
19.05,7473,Dean,John,Sweden
77.22,3448,Ray,Kevin,Canada
75.7,30,Mitchell,Bobby,Afghanistan
46.88,8394,Wood,Carl,Netherlands
34.86,3982,Cox,Benjamin,Portugal
25.61,7503,Palmer,George,Finland
8.87,686,Richardson,Matthew,Portugal
76.41,6723,Marshall,Jonathan,Brazil
68.13,1941,George,Mary,Portugal
93.06,2390,Parker,Peter,Philippines
46.62,4075,Shaw,Kimberly,Philippines
71.35,4419,Gutierrez,Stephanie,Brazil
44.93,242,Mcdonald,Eugene,Germany
89.49,9554,Pierce,Alice,Germany
86.39,8984,Robinson,Ruth,Germany
41.07,9341,Carroll,Betty,Indonesia
16.07,7320,Perkins,Kenneth,Kazakhstan
99.48,9031,Wallace,Bonnie,Portugal
32.05,4154,Garza,Arthur,Portugal
53.28,7149,Montgomery,Mark,Japan
78.54,5596,Wheeler,Louis,Indonesia
64.86,544,Cox,Dorothy,United States
81.33,4974,Black,Joyce,Thailand
81.01,4234,Ray,Harry,Portugal
94.29,992,Peters,Sarah,Portugal
3.93,4705,Mason,Matthew,Portugal
14.72,4027,Allen,Louis,Indonesia
1.65,4037,Watkins,Eric,Indonesia
74.5,403,Dunn,Gregory,Russia
98.99,965,Sanders,Harry,Portugal
8.55,3089,Weaver,Judith,Indonesia
85.31,387,Shaw,Nicholas,Portugal
82.93,8393,Barnes,Lawrence,Thailand
35.89,1105,Lewis,Steven,France
67.91,9151,Stewart,Rebecca,Portugal
2.31,2106,Roberts,Debra,Japan
98.14,9655,Moore,Betty,Philippines
20.19,1113,Baker,Anne,Brazil
60.76,4599,Ellis,Amanda,Portugal
94.41,7250,Ferguson,Billy,Brazil
48.62,4809,Romero,Patrick,Philippines
10.46,4052,Bailey,Justin,Portugal
53.28,3723,Ortiz,Doris,China
45.06,9442,Powell,Marilyn,Poland
11.92,390,Allen,Jerry,Russia
23.19,3114,Elliott,Raymond,China
8.66,6722,Richardson,Ruby,Portugal
10.72,6749,Simmons,Jennifer,Portugal
40.92,8199,Bowman,Adam,Philippines
77.66,6923,Lawson,Terry,Portugal
60.85,4717,Parker,Debra,Portugal
35.92,5437,Boyd,Joyce,Netherlands
28.8,4652,Frazier,Steve,Portugal
90.19,8425,Davis,Jane,Colombia
7.42,4363,Morgan,Ann,Vietnam
67.03,794,Kennedy,Beverly,Canada
94.58,5827,Simpson,Bobby,Mexico
28.1,2211,Ruiz,Pamela,Portugal
62.75,7742,Gardner,Gerald,Indonesia
20.22,3165,Hicks,Joshua,China
97.53,1999,Burns,Albert,China
90.8,1452,Butler,Joshua,Portugal
81.5,3085,Washington,Sandra,Mexico
36.62,2788,Watkins,Phillip,China
80.76,5459,Bell,Ernest,Czech Republic
61.13,4360,Jackson,Kathleen,Portugal
94.4,5001,Campbell,Matthew,Portugal
64.65,4539,Gilbert,Diana,Indonesia
63.15,5404,Garcia,Steven,Philippines
1.95,7793,Burton,Samuel,Croatia
17.37,9972,Fields,Joyce,China
12.27,6637,Crawford,Timothy,Portugal
67.54,5590,Hicks,Bobby,China
83.96,8283,Fowler,Carol,Tanzania
72.54,8952,Richardson,Michelle,China
20.27,6660,Day,Ernest,Indonesia
17.72,7853,Ramos,Teresa,Portugal
59,4044,Lawrence,Karen,Portugal
64.25,4378,Wood,Fred,Indonesia
23.46,8484,Price,Ruth,China
63.53,2521,Castillo,Todd,China
17.28,9691,Hamilton,Frank,Portugal
40.55,771,Medina,Emily,Portugal
75.35,6750,Hansen,Marilyn,Indonesia
48.76,7726,Gutierrez,Kathryn,Thailand
85.52,6641,Graham,Jeremy,Canada
7.71,9694,Carroll,Robert,Thailand
77.43,1881,Dean,Sara,Indonesia
91.04,2070,Hawkins,Evelyn,Egypt
88.42,6024,Martin,Benjamin,Kazakhstan
80.92,4518,Russell,David,Sierra Leone
11.41,3522,Bradley,Brandon,Portugal
44.86,9619,Greene,Brian,China
13.25,744,Fernandez,Andrew,Syria
29.15,3600,Rodriguez,Shirley,Sweden
92.49,5400,Walker,Earl,Portugal
49.27,4389,Crawford,Helen,Portugal
31.24,535,Carpenter,Virginia,Portugal
87.17,4918,Chavez,Gloria,Sierra Leone
10.98,271,Freeman,Johnny,Philippines
52.15,5235,Shaw,Nicholas,Portugal
61.42,2550,Thompson,Justin,Portugal
39.11,5615,Lynch,Billy,Indonesia
98.42,1530,Kim,Debra,China
50.9,1142,Fields,Susan,Ukraine
69.93,5920,Reynolds,Michelle,Thailand
98.41,602,Sanders,Janet,Portugal
81.51,7910,Garza,Joan,Venezuela
11.36,6906,Kennedy,Steve,China
26.64,9147,Stevens,Edward,Portugal
51.71,8109,Mills,Louise,Canada
22.89,4404,Evans,Denise,Philippines
24.09,7477,Rivera,Virginia,Chile
4.45,9691,Mccoy,Martha,Indonesia
17.53,290,Rogers,Rebecca,France
14.78,6917,Reyes,Stephen,Portugal
44.71,4407,Sanders,Anthony,Japan
70.29,3819,Reynolds,Judy,Venezuela
31.03,4735,Mccoy,Walter,Russia
18.23,7814,Howard,Thomas,Canada
83.14,4115,Frazier,Robin,Portugal
31.03,401,Dean,Roger,Portugal
52.42,8868,Barnes,Ruby,Portugal
76.16,1258,Frazier,Michael,Trinidad and Tobago
28.68,1509,Schmidt,Timothy,Portugal
68.63,7021,Meyer,Pamela,Greece
82.76,6033,Berry,Clarence,China
89.66,8715,Freeman,Antonio,Portugal
76.1,3298,Collins,Henry,Canada
84.17,6069,Jones,Stephen,Indonesia
14.77,3136,Reyes,Melissa,Indonesia
78.47,6378,Alexander,Wayne,Thailand
59.22,5198,Fuller,Judy,Philippines
53.83,1706,Myers,Jane,Portugal
26.14,6711,Olson,Wanda,Poland
34.13,8295,Ruiz,Irene,Poland
40.26,860,Stewart,Craig,China
84.12,3095,Young,Diane,Greece
74.28,3514,Ferguson,Jennifer,Portugal
50.69,9644,Butler,Jeremy,Portugal
47.15,1578,Ellis,Jacqueline,Russia
36.52,7953,Baker,Diana,Serbia
83.58,3701,Dean,Sean,Peru
55.43,50,Garza,Lori,Portugal
59.18,4802,Jackson,Stephen,China
20.1,3747,Alexander,Martha,Marshall Islands
66.52,8541,Henry,Elizabeth,Russia
63.29,2438,Morris,Jonathan,Portugal
84.75,2881,Washington,Terry,France
94.73,8170,Vasquez,Joan,Madagascar
20.59,2948,Robertson,Joan,United States
67.96,7789,Alexander,Jack,Portugal
83.37,7367,Carter,Ralph,Pakistan
46.3,3911,Bryant,Carolyn,China
83.07,2043,Garrett,Joe,China
76.67,7009,Richards,Matthew,Peru
8.74,3839,Pierce,Roy,Portugal
7.34,7486,Bradley,Melissa,Indonesia
37.9,9446,Garza,Evelyn,China
70.87,6137,Hawkins,John,Pakistan
89.71,3687,Ward,Thomas,Philippines
40.3,6649,Garza,Tina,New Zealand
43.02,5563,Carter,Doris,Guatemala
42.78,9549,Lane,Christopher,Portugal
28.09,4241,Sanders,Willie,Czech Republic
59.97,7344,Moreno,Evelyn,Poland
85.04,4977,Edwards,Adam,Burkina Faso
82.53,3533,Mitchell,Harry,Argentina
18.05,2242,Day,Anna,Czech Republic
9.72,2180,Davis,Juan,Ireland
97.45,9005,Green,Marilyn,China
94.95,4033,Little,Carlos,Mongolia
58.83,2208,Ryan,Paul,Malaysia
24.95,9853,Ray,Charles,Portugal
7.31,8494,Shaw,Jane,Portugal
61.6,5183,Collins,Antonio,United States
48.17,8812,Cole,Johnny,Portugal
70.13,2933,Diaz,Dennis,Ukraine
72.22,9268,Robertson,Diana,Russia
67.77,2825,Brooks,Charles,Portugal
4.84,6179,Gutierrez,Janice,China
95.73,4440,Watkins,Victor,Nigeria
45.66,9147,Stanley,Stephen,Portugal
94.82,5558,Ward,Deborah,Portugal
4.32,5634,Bell,Steve,China
71.18,8936,Reyes,Jane,Vietnam
55.6,306,Moreno,Howard,China
3.23,1454,Meyer,Ernest,Philippines
86.9,724,Sanders,Timothy,Portugal
24.08,4641,Coleman,Melissa,Portugal
82.57,4379,Gonzales,Janice,Brazil
85.86,4540,Coleman,Jane,Indonesia
7.45,4391,Evans,Philip,Canada
53.28,7107,Bryant,Nicholas,Cuba
76.44,3963,Willis,Jeremy,Portugal
98.98,6703,Robinson,Earl,China
27.27,9566,Adams,Nicholas,Dominican Republic
15.25,1205,Johnson,Kelly,Peru
87.27,454,Simmons,Kathleen,Portugal
6.52,7720,Green,Carolyn,China
1.73,545,Grant,Joseph,Portugal
11.16,8786,Watkins,Patricia,Portugal
82.13,1842,Kelley,Randy,Russia
71.67,3729,James,Jeremy,United Kingdom
3.34,8878,Ortiz,Stephanie,Russia
17.67,748,Alexander,Bonnie,China
46.67,3643,Willis,Kenneth,Philippines
61.28,9106,Bennett,Benjamin,Indonesia
57.96,3525,Murphy,Mildred,China
36.35,3817,Stevens,Theresa,Brazil
57.91,7290,Reynolds,Raymond,Philippines
24.44,6168,Stanley,Edward,China
81.07,2340,Thomas,Susan,Sweden
18.78,8755,Martinez,Kathleen,China
2.81,3312,Watson,Andrew,Sweden
81.97,6628,Bowman,Jeffrey,Portugal
6.11,5519,Henderson,Jeffrey,Indonesia
34.34,9974,Little,Jennifer,Portugal
86.86,8304,Carr,Matthew,Czech Republic
88.07,3717,Davis,Sean,Portugal
90.07,738,Sanders,Heather,Portugal
34.65,5221,Cunningham,Margaret,Indonesia
76.26,5937,Wheeler,Janice,Portugal
41.56,4990,Banks,Irene,Tanzania
99.66,32,Moreno,Melissa,China
49.58,8852,Carpenter,Elizabeth,United States
27.14,9725,Schmidt,Frank,Philippines
49.07,9714,Stewart,Linda,Portugal
14.3,2854,Webb,Steve,France
29.91,2920,Harper,Tammy,China
67.18,8471,Snyder,Eugene,Malta
74.36,8513,Hawkins,Kevin,Brazil
12.22,4217,Bryant,Jean,Portugal
26.9,6964,Dunn,Andrew,China
58.05,3222,Gray,Ruth,Portugal
73.63,3936,Kim,Stephanie,Poland
4.67,8786,Woods,Annie,Greece
77.45,6073,Anderson,Clarence,Morocco
81.16,3581,Larson,Chris,China
85.59,7248,Williams,Lois,Norway
48.21,297,Jacobs,Susan,Portugal
57.03,9180,Gilbert,Diana,France
20.36,2998,Sanders,Marie,Portugal
15.75,5508,Gordon,Johnny,Portugal
17.13,6686,Carr,Aaron,Estonia
30.57,5435,Matthews,Michelle,China
5.62,3376,Harris,Thomas,Peru
35.01,9615,Chavez,Tammy,Albania
52.19,3476,Gray,Tina,Portugal
67.56,943,Smith,Teresa,Poland
34.25,1878,Gray,Julie,Indonesia
39.84,170,Russell,Linda,Venezuela
62.74,1970,Shaw,Donna,Indonesia
55.87,3377,Butler,Rebecca,Poland
75.63,6564,Jordan,Chris,Vietnam
41.59,9402,Hill,Joseph,Serbia
18.75,7223,Campbell,Louis,Poland
97.81,4565,Collins,Jessica,Portugal
20.68,659,Wallace,Amy,Cambodia
47.39,103,Washington,Theresa,Czech Republic
9.15,9419,Fuller,Stephanie,Greece
96.89,6342,Young,Marilyn,Vietnam
7.84,2771,Ramos,Lori,Brazil
61.58,842,Bailey,Frank,Portugal
79.99,6448,Butler,Kathy,Russia
38.92,9721,Nichols,Rose,Myanmar
27.38,5102,Garrett,Sarah,Portugal
91.02,6353,Nguyen,Edward,China
2.64,1395,Kennedy,Mary,Portugal
54.39,8966,Jenkins,Lois,Finland
2.25,8484,Burke,Albert,Canada
15.63,6181,Stanley,Judith,Philippines
71.39,1904,Chapman,Amanda,Portugal
90.82,2580,Young,Doris,Ukraine
1.04,7401,Spencer,Marilyn,Benin
10.53,9233,Larson,Jane,China
68.68,3266,Cruz,Gloria,Portugal
73.73,1231,Cook,Lawrence,Indonesia
23.48,5056,Duncan,Raymond,China
54.34,6579,Chavez,Karen,Nigeria
43.43,9826,Gomez,Jimmy,Poland
72.35,1272,Kim,Andrea,Indonesia
11.17,3168,Anderson,Gloria,China
40.84,3580,Olson,Judith,Philippines
99.35,3063,Lane,Phyllis,Portugal
91.1,3604,Butler,Jose,Greece
35.33,3909,Fields,Matthew,Russia
85.59,1308,Ross,Mildred,Cameroon
91.88,7343,Thomas,Emily,Canada
80.71,4748,Brooks,William,Brazil
94.89,8229,Kennedy,Roy,Tanzania
12.28,9368,Davis,Beverly,Latvia
33.88,8395,Scott,Jane,Bahamas
75.5,6634,Crawford,Julia,Colombia
97.04,8251,Jacobs,Ann,Portugal
18.5,2282,Vasquez,Kevin,Portugal
74.65,5704,Stevens,Albert,Indonesia
13.01,5094,Fuller,Martha,Bulgaria
59.42,4175,Anderson,Wanda,Indonesia
55.15,6806,Hunt,Elizabeth,France
19.77,7888,Porter,Gerald,Indonesia
77.94,7830,Romero,Samuel,Nigeria
47.05,5379,Long,Christopher,United States
70.71,8200,Robinson,Margaret,Portugal
6.55,9401,Lynch,Karen,Portugal
76.09,5914,Powell,Russell,Germany
25.58,1986,Fuller,Helen,Portugal
89.54,6821,Ross,Dorothy,France
26.84,3471,Mills,Angela,China
82.27,7362,Nelson,Adam,Portugal
99.01,1394,Powell,Christopher,United States
24.94,8137,Wagner,Howard,Indonesia
76.33,1068,Stone,Stephanie,Indonesia
24.09,4031,Ellis,Sharon,Russia
78.91,6952,Phillips,Samuel,Portugal
88.13,107,Perkins,Kevin,Portugal
28.75,3912,Wagner,Jose,Portugal
51.73,1632,Kennedy,Adam,China
1.68,5788,Meyer,Ralph,Chile
79.48,8567,Rogers,Keith,Peru
64.13,6906,Duncan,Wayne,Botswana
99.67,3341,Lopez,Gloria,Portugal
11.17,9333,Hart,Joseph,Portugal
48.1,414,Mendoza,Katherine,Colombia
75.29,163,Olson,Janet,China
17.67,7254,Foster,Lawrence,Kazakhstan
83,3075,Lane,Wanda,Philippines
85.62,7752,Wells,Lori,Portugal
78.63,1844,Gray,Scott,Portugal
44.32,3262,Wright,Mark,Peru
40.62,3166,Franklin,Michael,Indonesia
8.38,9567,Carr,Helen,Portugal
10.97,144,Collins,Barbara,China
82.82,7026,Sanchez,Cheryl,Portugal
14.17,4909,Diaz,Deborah,Netherlands
49.94,3481,Webb,Harry,Peru
14.11,8128,Peterson,Christina,Portugal
60.45,6313,Ryan,Laura,Vietnam
33.96,5616,Fisher,Tina,Argentina
94.4,2495,Garcia,Terry,Philippines
99.67,9809,Ross,Lois,China
17.28,2471,Hughes,Chris,United States
20.58,6714,Reynolds,Raymond,Sweden
43.98,8185,Little,Shawn,Indonesia
72.12,7693,Meyer,Amy,Vietnam
5.68,3618,Little,Anna,Portugal
57.33,748,Snyder,Virginia,Peru
41.29,1864,Lawson,Diana,Russia
83.6,6300,Boyd,Jean,Portugal
56.47,7337,Clark,Jessica,Japan
26.14,8362,Simmons,Jeremy,Poland
80.67,7144,Cooper,Debra,Portugal
81.35,471,Arnold,Daniel,Japan
86.85,617,Edwards,Betty,Indonesia
54.14,2224,Powell,Terry,Portugal
63.6,9933,James,James,Argentina
8.32,5249,Harris,Roger,Poland
47.09,8461,Marshall,Gregory,Nicaragua
59.94,873,Martinez,Cheryl,Comoros
17.2,4026,Murphy,Robert,Portugal
33.14,4223,Kim,Scott,Portugal
22.75,7588,Diaz,Shawn,Poland
46.02,3165,Robertson,Mark,Guatemala
8.12,6754,Schmidt,Johnny,China
63,4281,Hernandez,Kathleen,Namibia
27.91,3500,Ward,Deborah,Thailand
36.16,3713,Adams,Aaron,China
3.28,6847,Graham,Amy,France
67.14,6285,Baker,Jacqueline,Colombia
63.07,3734,Ramirez,Ruth,Indonesia
82.9,9431,Fuller,David,Czech Republic
22.6,5167,Marshall,Diane,Portugal
5.79,4028,West,Johnny,Philippines
31.21,9609,Nguyen,Rachel,France
18.97,9661,Armstrong,Frank,Slovenia
28.32,4399,Carroll,Joe,China
73.15,6706,Wright,Theresa,France
5.14,3395,Cook,Amy,Afghanistan
19.57,2559,Peters,Albert,Argentina
31.72,1033,Riley,Martha,China
30.98,769,Ferguson,Martha,Puerto Rico
37.34,6399,Collins,Anna,Tunisia
74.47,6002,Phillips,Dennis,China
76.51,453,Watson,Thomas,Portugal
55.03,4718,Williams,Joshua,United States
55.37,7428,Williamson,Terry,Philippines
93.38,5320,Kelley,Deborah,Portugal
44.26,193,Cox,Nicholas,Portugal
3,9862,Knight,Earl,Portugal
13.49,1660,Henderson,Eugene,Portugal
83.25,449,Dean,Timothy,Brazil
91.43,4690,Fisher,Lois,Japan
14.28,7047,Ray,Jean,Portugal
55.11,36,Watkins,Melissa,China
25.84,7467,Tucker,Louise,Brazil
49.68,5213,Dixon,Brandon,Portugal
87.62,3351,Kelley,Julia,Canada
16.97,5423,Williams,Edward,Belarus
58.99,7270,Olson,George,Chad
41.32,9639,Stevens,Douglas,Portugal
72.47,5246,Wagner,Irene,New Caledonia
83.66,5198,Black,Fred,Portugal
97.96,802,Daniels,Howard,Venezuela
25.92,2156,Weaver,Charles,Zimbabwe
98.23,5177,Mccoy,David,Portugal
54.1,1065,Watson,Carl,Portugal
38.72,8817,Hunter,Henry,Indonesia
1.99,6782,Walker,Ryan,China
98.74,7099,Lewis,Rose,Peru
62.29,5002,Burns,Aaron,Indonesia
50.05,9260,Mendoza,Frances,China
68.88,6999,Lawson,Janice,Bulgaria
6.57,2102,Black,Justin,Latvia
75.54,3342,Fox,Phillip,Syria
10.46,1857,Warren,John,Portugal
2.02,103,Parker,Nancy,Tanzania
14.81,8875,Hawkins,Rachel,China
61.52,5668,Schmidt,Melissa,Portugal
29.8,7762,Hunter,Laura,Iraq
15.94,4188,Ortiz,Jason,Spain
27.09,3244,Banks,Mark,Kenya
71.82,9703,Bell,Michelle,China
69.1,6411,Mendoza,Judith,Russia
48.76,5666,Hanson,Frank,Sweden
70.37,1701,Greene,Martin,Ukraine
73.13,7787,Shaw,Carol,Azerbaijan
51.53,1310,Perez,Christine,China
23.17,578,Hill,Judith,Philippines
25.95,8889,Meyer,Scott,Portugal
19.07,1528,Fowler,Karen,Argentina
31.63,3006,Diaz,Donald,Azerbaijan
17.9,2443,Adams,Ronald,Indonesia
53.91,3655,Wheeler,Charles,Honduras
12.18,3676,Baker,Cynthia,United States
59.56,1969,Spencer,Annie,China
55.73,6743,Ryan,Shirley,Guatemala
13.49,226,Coleman,Dennis,Mongolia
87.55,7989,Day,Julia,Indonesia
74.9,4721,Wright,Angela,Portugal
60.36,218,Henry,Nicole,Portugal
16.31,1241,Sanchez,Frank,Ukraine
15.01,7491,Phillips,Andrew,Madagascar
46.81,8998,Walker,Peter,China
38.3,5479,Anderson,Kevin,France
47.66,4865,Dean,Arthur,Portugal
21.53,950,Murray,Carol,Portugal
65.95,8685,Ruiz,Benjamin,Portugal
54.64,1123,Bishop,Raymond,China
18.55,4603,Wood,Angela,South Korea
17.12,9610,Lynch,Brian,Thailand
28.53,9952,Hernandez,Mark,Portugal
67.05,8000,Day,Jeremy,China
39.91,1542,Hill,Jose,Philippines
61.03,71,Shaw,Emily,Thailand
22.21,5197,Williams,Scott,Philippines
29.23,4165,Jacobs,William,Latvia
60.83,2470,Wagner,Samuel,Russia
55.21,9604,Watkins,Timothy,China
7.15,3481,Franklin,Carlos,Belarus
18.92,3391,Rivera,Scott,Portugal
82.3,1646,Hall,Eugene,Indonesia
35.44,5884,Gilbert,Anne,Netherlands
69.34,3144,Hansen,Willie,Portugal
55.35,7408,Stone,Andrea,Brazil
75.4,2617,Wood,Joseph,Portugal
80.15,3878,Chavez,Judy,Indonesia
94.71,9991,Simmons,Aaron,Portugal
27.96,3014,Nelson,Carlos,Iraq
2.53,8131,Ferguson,Linda,Brazil
